file_key,rep,combo_idx,amp,cutoff0,cutoff1,numValid,eps_ratio,swer,errors,gt_syllables,num_intervals,hit_rate,eff_rate,error
01-1,(none),395,1.01,200,3600,10000,0.05,1.0,-1,-1,-1,0.0,0.0,[Errno 2] No such file or directory: '/tmp/tmp/01-1_156494.5238095238_165404.12698412695_vad.TextGrid'
01-1,(none),394,1.01,200,3600,10000,0.045,0.057522,13,226,113,0.9521,0.9481,
01-1,(none),397,1.01,200,5400,1000,0.015,0.022124,5,226,112,0.8823,0.9831,
01-1,(none),396,1.01,200,5400,1000,0.01,1.0,-1,-1,-1,0.0,0.0,[Errno 2] No such file or directory: '/tmp/tmp/01-1_141059.19501133787_149537.39229024944_vad.TextGrid'
01-1,(none),399,1.01,200,5400,1000,0.025,0.026549,6,226,113,0.9093,0.9817,
01-1,(none),398,1.01,200,5400,1000,0.02,1.0,-1,-1,-1,0.0,0.0,Failed to load audio file /tmp/tmp/01-1_149846.15646258503_157860.23809523808.wav: [Errno 2] No such file or directory: '/tmp/tmp/01-1_149846.15646258503_157860.23809523808.wav'
01-1,(none),401,1.01,200,5400,1000,0.035,1.0,-1,-1,-1,0.0,0.0,Failed to load audio file /tmp/tmp/01-1_141059.19501133787_149846.15646258503.wav: [Errno 2] No such file or directory: '/tmp/tmp/01-1_141059.19501133787_149846.15646258503.wav'
01-1,(none),400,1.01,200,5400,1000,0.03,0.022124,5,226,116,0.9155,0.9728,
01-1,(none),403,1.01,200,5400,1000,0.045,1.0,-1,-1,-1,0.0,0.0,[Errno 2] No such file or directory: '/tmp/tmp/01-1_149846.15646258503_157860.23809523808_vad.TextGrid'
01-1,(none),402,1.01,200,5400,1000,0.04,0.022124,5,226,117,0.9163,0.9697,
01-1,(none),404,1.01,200,5400,1000,0.05,0.022124,5,226,109,0.8562,0.9793,
01-1,(none),405,1.01,200,5400,2000,0.01,1.0,-1,-1,-1,0.0,0.0,Failed to load audio file /tmp/tmp/01-1_142797.17687074828_152399.1723356009.wav: [Errno 2] No such file or directory: '/tmp/tmp/01-1_142797.17687074828_152399.1723356009.wav'
01-1,(none),406,1.01,200,5400,2000,0.015,0.022124,5,226,112,0.9085,0.9791,
01-1,(none),407,1.01,200,5400,2000,0.02,1.0,-1,-1,-1,0.0,0.0,[Errno 2] No such file or directory: '/tmp/tmp/01-1_141059.20634920633_149846.1678004535_vad.TextGrid'
01-1,(none),408,1.01,200,5400,2000,0.025,0.017699,4,226,115,0.9276,0.9733,
01-1,(none),409,1.01,200,5400,2000,0.03,1.0,-1,-1,-1,0.0,0.0,Failed to load audio file /tmp/tmp/01-1_141059.20634920633_149846.1678004535.wav: [Errno 2] No such file or directory: '/tmp/tmp/01-1_141059.20634920633_149846.1678004535.wav'
01-1,(none),411,1.01,200,5400,2000,0.04,0.022124,5,226,115,0.9331,0.9713,
01-1,(none),410,1.01,200,5400,2000,0.035,1.0,-1,-1,-1,0.0,0.0,Failed to load audio file /tmp/tmp/01-1_141059.20634920633_149846.1678004535.wav: [Errno 2] No such file or directory: '/tmp/tmp/01-1_141059.20634920633_149846.1678004535.wav'
01-1,(none),413,1.01,200,5400,2000,0.05,0.022124,5,226,115,0.933,0.9673,
01-1,(none),412,1.01,200,5400,2000,0.045,1.0,-1,-1,-1,0.0,0.0,Failed to load audio file /tmp/tmp/01-1_141059.20634920633_149846.1678004535.wav: [Errno 2] No such file or directory: '/tmp/tmp/01-1_141059.20634920633_149846.1678004535.wav'
01-1,(none),414,1.01,200,5400,5000,0.01,0.048673,11,226,113,0.9008,0.9684,
01-1,(none),415,1.01,200,5400,5000,0.015,1.0,-1,-1,-1,0.0,0.0,[Errno 2] No such file or directory: '/tmp/tmp/01-1_141059.19501133787_149603.2879818594_vad.TextGrid'
01-1,(none),417,1.01,200,5400,5000,0.025,0.030973,7,226,115,0.9318,0.9674,
01-1,(none),416,1.01,200,5400,5000,0.02,1.0,-1,-1,-1,0.0,0.0,Failed to load audio file /tmp/tmp/01-1_141059.20634920633_149846.1678004535.wav: [Errno 2] No such file or directory: '/tmp/tmp/01-1_141059.20634920633_149846.1678004535.wav'
01-1,(none),418,1.01,200,5400,5000,0.03,0.035398,8,226,117,0.938,0.9606,
01-1,(none),419,1.01,200,5400,5000,0.035,1.0,-1,-1,-1,0.0,0.0,Failed to load audio file /tmp/tmp/01-1_141059.20634920633_149846.1678004535.wav: [Errno 2] No such file or directory: '/tmp/tmp/01-1_141059.20634920633_149846.1678004535.wav'
01-1,(none),421,1.01,200,5400,5000,0.045,1.0,-1,-1,-1,0.0,0.0,Failed to load audio file /tmp/tmp/01-1_149846.1678004535_157860.24943310654.wav: [Errno 2] No such file or directory: '/tmp/tmp/01-1_149846.1678004535_157860.24943310654.wav'
01-1,(none),420,1.01,200,5400,5000,0.04,0.030973,7,226,116,0.9383,0.9631,
01-1,(none),423,1.01,200,5400,10000,0.01,0.048673,11,226,105,0.8678,0.968,
01-1,(none),422,1.01,200,5400,5000,0.05,1.0,-1,-1,-1,0.0,0.0,Failed to load audio file /tmp/tmp/01-1_141059.20634920633_149603.29931972787.wav: [Errno 2] No such file or directory: '/tmp/tmp/01-1_141059.20634920633_149603.29931972787.wav'
01-1,(none),425,1.01,200,5400,10000,0.02,0.022124,5,226,111,0.9191,0.9755,
01-1,(none),424,1.01,200,5400,10000,0.015,1.0,-1,-1,-1,0.0,0.0,Failed to load audio file /tmp/tmp/01-1_141059.20634920633_149846.1678004535.wav: [Errno 2] No such file or directory: '/tmp/tmp/01-1_141059.20634920633_149846.1678004535.wav'
01-2,(none),0,1.01,0,3600,1000,0.01,0.072,18,250,132,0.946,0.9793,
01-2,(none),1,1.01,0,3600,1000,0.015,0.06,15,250,132,0.946,0.9793,
01-1,(none),389,1.1,200,10800,5000,0.02,0.048673,11,226,116,0.9686,0.9497,
01-1,(none),387,1.1,200,10800,5000,0.01,0.048673,11,226,116,0.9686,0.9497,
01-1,(none),391,1.1,200,10800,5000,0.03,0.057522,13,226,117,0.9559,0.9461,
01-1,(none),393,1.1,200,10800,5000,0.04,0.053097,12,226,117,0.9559,0.9461,
